file,ID,rt,gt,bt,r,g,b,total,r/g,g/b,b/r
f17.jpg,0,0.395180944,0.344645238,0.260173817,95.48888889,83.27777778,62.86666667,241.6333333,1.146631087,1.324673029,0.658366302
f18.jpg,0,0.388524098,0.339084159,0.272391743,100.5888889,87.78888889,70.52222222,258.9,1.145804329,1.244840082,0.70109356
f19.jpg,0,0.390619803,0.348930037,0.260450161,61.80701754,55.21052632,41.21052632,158.2280702,1.119478869,1.339719029,0.666761283
f20.jpg,0,0.387487677,0.341439369,0.271072954,68.35507246,60.23188406,47.81884058,176.4057971,1.134865255,1.259584786,0.699565356
f21.jpg,0,0.398457709,0.347649959,0.253892332,90.71111111,79.14444444,57.8,227.6555556,1.146146287,1.369281046,0.637187653
f22.jpg,0,0.403535066,0.346942994,0.249521939,86.75555556,74.58888889,53.64444444,214.9888889,1.163116341,1.39043082,0.618340164
f23.jpg,0,0.410673027,0.343333085,0.245993888,79.85507246,66.76086957,47.83333333,194.4492754,1.196135895,1.395697622,0.599001815
f24.jpg,0,0.401671076,0.338810751,0.259518173,74.34020619,62.70618557,48.03092784,185.0773196,1.185532265,1.305537669,0.646096242
f25.jpg,0,0.394954161,0.345160613,0.259885226,58.18041237,50.84536082,38.28350515,147.3092783,1.144261963,1.328127104,0.658013644
f26.jpg,0,0.399952728,0.339512426,0.260534846,61.05670103,51.82989691,39.77319588,152.6597938,1.178020885,1.30313634,0.651414099
f27.jpg,0,0.429433312,0.350022526,0.220544162,49.59954751,40.42760181,25.47285068,115.5,1.226873356,1.587085887,0.513570223
f28.jpg,0,0.416190264,0.351622244,0.232187492,65.18217054,55.06976744,36.36434109,156.6162791,1.183628941,1.514389256,0.557887852
f29.jpg,0,0.41668327,0.344380244,0.238936486,58.45341615,48.31055901,33.51863354,140.2826087,1.209951144,1.441304549,0.573424716
f30.jpg,0,0.422450694,0.344701364,0.232847942,65.59006211,53.51863354,36.15217391,155.2608696,1.22555562,1.480371102,0.551183712
f31.jpg,0,0.42240456,0.344382522,0.233212918,48.27593361,39.35892116,26.65352697,114.2883817,1.226556323,1.476687164,0.552107955
f32.jpg,0,0.419428676,0.3504591,0.230112224,39.98379052,33.40897756,21.93640898,95.32917706,1.19679779,1.522992099,0.548632551
f33.jpg,0,0.418317386,0.341377091,0.240305523,51.02901024,41.64334471,29.31399317,121.9863481,1.225382125,1.420596112,0.574457412
f34.jpg,0,0.41878971,0.342765043,0.238445247,52.83497053,43.24361493,30.08251473,126.1611002,1.221798192,1.4375,0.569367493
f35.jpg,0,0.397463838,0.338556043,0.263980119,67.26274945,57.29379157,44.67331855,169.2298596,1.173997175,1.282505832,0.664161351
f36.jpg,0,0.420213527,0.352882793,0.22690368,67.32808023,56.54011461,36.35530086,160.2234957,1.190801977,1.555209647,0.539972337
f37.jpg,0,0.430034527,0.356415926,0.213549547,66.77710843,55.34538153,33.16064257,155.2831325,1.2065525,1.669008114,0.496586979
f38.jpg,0,0.423526722,0.349046126,0.227427153,67.1761658,55.3626943,36.07253886,158.611399,1.213383247,1.534760126,0.536984188
f39.jpg,0,0.430833408,0.346528214,0.222638378,66.24137931,53.27931034,34.23103448,153.7517241,1.243285224,1.556462174,0.516762103
f40.jpg,0,0.42038647,0.346502412,0.233111118,99.15942029,81.73188406,54.98550725,235.8768116,1.213228123,1.486425936,0.554516223
f41.jpg,0,0.432838509,0.345390929,0.221770563,86.72164948,69.20103093,44.43298969,200.3556701,1.253184357,1.557424594,0.512363291
f42.jpg,0,0.414900197,0.336407085,0.248692719,147.58,119.66,88.46,355.7,1.233327762,1.352701786,0.599403713
f43.jpg,0,0.417359118,0.354358664,0.228282218,110.5,93.82,60.44,264.76,1.177787252,1.552283256,0.546968326
f44.jpg,0,0.458475319,0.328302989,0.213221692,123.9210526,88.73684211,57.63157895,270.2894737,1.396500593,1.539726027,0.465066893
f45.jpg,0,0.377314112,0.332397572,0.290288316,99.46,87.62,76.52,263.6,1.135128966,1.145060115,0.769354514
f46.jpg,0,0.424430221,0.341901182,0.233668597,64.60309278,52.04123711,35.56701031,152.2113402,1.241382726,1.463188406,0.550546557
f47.jpg,0,0.402420963,0.334833381,0.262745656,54.76356589,45.56589147,35.75581395,136.0852713,1.201854372,1.274363144,0.65291245
f48.jpg,0,0.409417892,0.351000922,0.239581186,58.05230769,49.76923077,33.97076923,141.7923077,1.166429675,1.465060459,0.585175174
f49.jpg,0,0.409781045,0.335783922,0.254435033,79.29896907,64.97938144,49.2371134,193.5154639,1.220371252,1.319723618,0.620904836
f50.jpg,0,0.409317655,0.35266346,0.238018885,91.9,79.18,53.44,224.52,1.160646628,1.481661677,0.581501632
f51.jpg,0,0.420651421,0.352660353,0.226688227,109.26,91.6,58.88,259.74,1.19279476,1.555706522,0.538898041
f52.jpg,0,0.409329524,0.345272111,0.245398365,123.2,103.92,73.86,300.98,1.185527329,1.40698619,0.599512987
f53.jpg,0,0.418998716,0.342490372,0.238510911,108.8,88.93333333,61.93333333,259.6666667,1.223388306,1.435952637,0.569240196
f54.jpg,0,0.398359206,0.350068776,0.251572018,90.1,79.17777778,56.9,226.1777778,1.137945551,1.391525093,0.631520533
f55.jpg,0,0.398359206,0.350068776,0.251572018,90.1,79.17777778,56.9,226.1777778,1.137945551,1.391525093,0.631520533
f56.jpg,0,0.425715657,0.358867744,0.2154166,126.7619048,106.8571429,64.14285714,297.7619048,1.18627451,1.665924277,0.506010518
f57.jpg,0,0.4169008,0.355738059,0.227361141,75.85955056,64.73033708,41.37078652,181.9606742,1.171931956,1.564638783,0.54536029
f58.jpg,0,0.424123957,0.358116806,0.217759237,68.96124031,58.22868217,35.40697674,162.5968992,1.18431738,1.644553914,0.513433004
f59.jpg,0,0.41587805,0.340938155,0.243183795,90.33333333,74.05555556,52.82222222,217.2111111,1.219804951,1.401977282,0.584747847
f60.jpg,0,0.452118511,0.355847405,0.192034084,128.5222222,101.1555556,54.58888889,284.2666667,1.270540421,1.853042948,0.424742803
f61.jpg,0,0.411454569,0.360984736,0.227560696,84.88596491,74.47368421,46.94736842,206.3070175,1.139811543,1.58632287,0.553063966
f62.jpg,0,0.403386551,0.362699565,0.233913885,92.64444444,83.3,53.72222222,229.6666667,1.112178205,1.550568769,0.57987527
f63.jpg,0,0.434101937,0.358268693,0.20762937,107.5087719,88.72807018,51.42105263,247.6578947,1.211665842,1.7255203,0.478296345
f64.jpg,0,0.466616769,0.342096018,0.191287213,79.13989637,58.02072539,32.44300518,169.6036269,1.36399357,1.788389364,0.409945005
f65.jpg,0,0.404337191,0.337250925,0.258411884,76.15168539,63.51685393,48.66853933,188.3370787,1.198920927,1.305090615,0.639099963
f66.jpg,0,0.457674151,0.346796162,0.195529686,61.19683258,46.37104072,26.14479638,133.7126697,1.319720921,1.773624091,0.427224666
f67.jpg,0,0.452251089,0.345892541,0.20185637,106.2078652,81.23033708,47.40449438,234.8426967,1.307490145,1.713557715,0.446336948
f68.jpg,0,0.417774931,0.347059488,0.23516558,44.53413655,36.99598394,25.06827309,106.5983936,1.20375597,1.475809036,0.562900171
f69.jpg,0,0.409518911,0.341034974,0.249446115,46.83710407,39.00452489,28.52941176,114.3710407,1.200812065,1.367168914,0.609119892
f70.jpg,0,0.440674468,0.345091685,0.214233847,49.9592721,39.12305026,24.28769497,113.3700173,1.276977939,1.610817754,0.486149897
f71.jpg,0,0.44290994,0.347178001,0.209912059,57.99329759,45.45844504,27.48525469,130.9369973,1.2757431,1.653921186,0.473938469
f72.jpg,0,0.398383452,0.333999182,0.267617366,52.81595092,44.2801636,35.4795501,132.5756646,1.192767746,1.248047494,0.671758237
f73.jpg,0,0.40321463,0.344499468,0.252285903,53.97511312,46.11538462,33.77149321,133.861991,1.170436148,1.365512159,0.625686381
f74.jpg,0,0.400600196,0.343704067,0.255695737,40.71161826,34.92946058,25.98547718,101.626556,1.165538133,1.344191617,0.638281608
f75.jpg,0,0.401999474,0.344401849,0.253598677,48.39819005,41.4638009,30.53167421,120.3936652,1.167239592,1.35805854,0.630843306
f76.jpg,0,0.414347878,0.345043714,0.240608407,36.97980998,30.79453682,21.47387173,89.24821853,1.200856184,1.43404679,0.580691781
f77.jpg,0,0.397705967,0.342037057,0.260256976,44.79503106,38.52484472,29.3136646,112.6335404,1.162756953,1.314228202,0.654395452
f78.jpg,0,0.386439021,0.341852589,0.27170839,80.20289855,70.94927536,56.39130435,207.5434783,1.130425901,1.258159856,0.703108059
f79.jpg,0,0.398112777,0.340583842,0.261303381,54.12790698,46.30620155,35.52713178,135.9612403,1.168912698,1.303403884,0.656355174
f80.jpg,0,0.400162305,0.335078109,0.264759586,55.40449438,46.39325843,36.65730337,138.4550562,1.194235892,1.26559387,0.661630501
f81.jpg,0,0.397155796,0.349646461,0.253197744,119.0238095,104.7857143,75.88095238,299.6904762,1.135878209,1.380922498,0.637527506
f82.jpg,0,0.368220914,0.337799909,0.293979176,81.34,74.62,64.94,220.9,1.090056285,1.149060671,0.798377182
f83.jpg,0,0.38038055,0.341902748,0.277716702,107.0952381,96.26190476,78.19047619,281.5476191,1.112540193,1.231120585,0.730102268
f84.jpg,0,0.378645002,0.34165095,0.279704048,104.4,94.2,77.12,275.72,1.108280255,1.221473029,0.738697318
f85.jpg,0,0.375954019,0.333458965,0.290587016,95,84.26190476,73.42857143,252.6904762,1.127437129,1.147535668,0.772932331
f86.jpg,0,0.446971215,0.336639284,0.216389501,96.99275362,73.05072464,46.95652174,217,1.327745263,1.555709877,0.484124019
f87.jpg,0,0.439295855,0.346791596,0.21391255,112.115942,88.50724638,54.5942029,255.2173913,1.266743081,1.621183966,0.486944157
f88.jpg,0,0.420575056,0.349962659,0.229462285,125.1444444,104.1333333,68.27777778,297.5555555,1.201771233,1.525142392,0.545591761
f89.jpg,0,0.40830192,0.345577277,0.246120803,81.71052632,69.15789474,49.25438596,200.122807,1.181506849,1.404096171,0.602791197
f90.jpg,0,0.413192818,0.344262295,0.242544887,105.86,88.2,62.14,256.2,1.200226757,1.419375603,0.5870017
f91.jpg,0,0.431850789,0.345767575,0.222381636,110.3666667,88.36666667,56.83333333,255.5666667,1.248962656,1.55483871,0.514950166
f92.jpg,0,0.418189111,0.342158043,0.239652846,64.42696629,52.71348315,36.92134831,154.0617978,1.22221038,1.427723676,0.573072898
f93.jpg,0,0.401556635,0.350587182,0.247856183,60.10309278,52.4742268,37.09793814,149.6752577,1.145383104,1.414478255,0.617238422
f94.jpg,0,0.491259873,0.344846562,0.163893565,94.26086957,66.16770186,31.44720497,191.8757764,1.424575237,2.104088485,0.333618872
f95.jpg,0,0.480778753,0.333148482,0.186072765,136.3764045,94.5,52.78089888,283.6573034,1.443136556,1.790420436,0.387023687
f96.jpg,0,0.495734536,0.333454491,0.170810973,130.258427,87.61797753,44.88202247,262.758427,1.486663247,1.952184253,0.344561373
f97.jpg,0,0.495296092,0.331140061,0.173563847,101.8255814,68.07751938,35.68217054,205.5852713,1.495729902,1.907886161,0.350424422
f98.jpg,0,0.486860179,0.352443609,0.160696212,123.5642202,89.44954128,40.78440367,253.7981652,1.381384616,2.193229108,0.330066451
f99.jpg,0,0.458300617,0.34623497,0.195464413,50.79863481,38.37713311,21.66552901,110.8412969,1.323669349,1.771345306,0.426498253
f100.jpg,0,0.43798707,0.348432519,0.213580411,90.74770642,72.19266055,44.25229358,207.1926606,1.257021222,1.631387996,0.487640904
f101.jpg,0,0.446814323,0.34947886,0.203706817,66.03416149,51.64906832,30.10559006,147.7888199,1.278516024,1.715597277,0.455909326
f102.jpg,0,0.444512569,0.340942319,0.214545112,73.0620155,56.03875969,35.26356589,164.3643411,1.303776456,1.589140471,0.48265252
f103.jpg,0,0.437339307,0.346883522,0.215777172,69.72981366,55.30745342,34.40372671,159.4409938,1.260767028,1.60760065,0.493386185
f104.jpg,0,0.458707048,0.349019126,0.192273826,68.92461538,52.44307692,28.89076923,150.2584615,1.314274818,1.815219128,0.419164751
f105.jpg,0,0.452868622,0.349283313,0.197848065,61.84129693,47.69624573,27.01706485,136.5546075,1.296565295,1.765411824,0.436877397
f106.jpg,0,0.447333568,0.350383074,0.202283358,55.35892116,43.36099585,25.03319502,123.753112,1.276698565,1.732139897,0.452198029
f107.jpg,0,0.462159083,0.344131575,0.193709342,56.16819222,41.82379863,23.5423341,121.534325,1.342972041,1.77653577,0.419139965
f108.jpg,0,0.449359145,0.346837069,0.203803786,69.63729977,53.74942792,31.58352403,154.9702517,1.29559146,1.701818577,0.453543204
f109.jpg,0,0.447142869,0.349286025,0.203571106,62.37643021,48.72540046,28.39816934,139.5,1.280162495,1.715793715,0.455270833
f110.jpg,0,0.407695133,0.344030434,0.248274433,58.03753351,48.97453083,35.34316354,142.3552279,1.185055426,1.385686111,0.608970806
f111.jpg,0,0.437713475,0.352841153,0.209445373,45.54307692,36.71230769,21.79230769,104.0476923,1.240539748,1.684645252,0.478498801
f112.jpg,0,0.447151359,0.348043481,0.20480516,69.57400722,54.1534296,31.86642599,155.5938628,1.284757175,1.699388241,0.458022001
f113.jpg,0,0.454219487,0.340034237,0.205746276,142.2826087,106.5144928,64.44927536,313.2463769,1.335805156,1.652687206,0.452966641
f114.jpg,0,0.465092015,0.322085822,0.212822163,151.8188406,105.1376812,69.47101449,326.4275363,1.444000275,1.513403568,0.457591523
f115.jpg,0,0.455892604,0.337007874,0.207099522,127.9637681,94.5942029,58.13043478,280.6884058,1.352765436,1.627274994,0.454272609
f116.jpg,0,0.444298661,0.337778049,0.217923291,127.7280702,97.10526316,62.64912281,287.4824562,1.31535682,1.549985998,0.490488291
f117.jpg,0,0.453002088,0.347660122,0.19933779,83.25581395,63.89534884,36.63565891,183.7868217,1.30300273,1.744075328,0.440037244
f118.jpg,0,0.45242175,0.341177367,0.206400883,81.94137931,61.79310345,37.38275862,181.1172414,1.326060268,1.652984042,0.456213441
f119.jpg,0,0.441023021,0.345734058,0.213242921,64.45022624,50.52488688,31.16289593,146.1380091,1.275613469,1.621315522,0.483518798
f120.jpg,0,0.391199867,0.339327146,0.269472986,112.4047619,97.5,77.42857143,287.3333333,1.152869353,1.259225092,0.688837111
f121.jpg,0,0.399741955,0.3356102,0.264647845,125.4047619,105.2857143,83.02380952,313.7142857,1.191090004,1.268138801,0.662046706
f122.jpg,0,0.396364923,0.345951444,0.257683633,121.1216216,105.7162162,78.74324324,305.581081,1.145724147,1.342543333,0.650117148
f123.jpg,0,0.459277161,0.34696254,0.193760299,117.4382022,88.71910112,49.54494382,255.7022471,1.323708206,1.790679215,0.42188098
f124.jpg,0,0.413577617,0.33754675,0.248875633,76.63157895,62.54385965,46.11403509,185.2894737,1.225245442,1.356286856,0.601762821
f125.jpg,0,0.418869619,0.340292979,0.240837402,100.8513514,81.93243243,57.98648649,240.7702703,1.230908792,1.412957352,0.574969851
f126.jpg,0,0.448594581,0.346679783,0.204725636,83.13898917,64.25090253,37.94223827,185.33213,1.293973873,1.69338725,0.456371176
f127.jpg,0,0.366535122,0.339857932,0.293606945,129,119.6111111,103.3333333,351.9444444,1.078495123,1.157526882,0.801033591
f130.jpg,0,0.373217505,0.339124734,0.287657761,126.5,114.9444444,97.5,338.9444444,1.100531658,1.178917378,0.770750988
f131.jpg,0,0.374430709,0.340110605,0.285458686,127.8888889,116.1666667,97.5,341.5555556,1.100908656,1.191452992,0.762380539
f132.jpg,0,0.397417722,0.34921519,0.253367089,87.21111111,76.63333333,55.6,219.4444444,1.138031028,1.378297362,0.637533444
f133.jpg,0,0.39511335,0.342770781,0.262115869,105.9864865,91.94594595,70.31081081,268.2432433,1.152704292,1.307707092,0.663394109
f134.jpg,0,0.390795151,0.340086295,0.269118554,83.42105263,72.59649123,57.44736842,213.4649123,1.149105848,1.263704382,0.688643533
f135.jpg,0,0.404675238,0.353347804,0.241976958,62.46391753,54.54123711,37.35051546,154.3556701,1.145260373,1.460253933,0.597953458
f136.jpg,0,0.409982935,0.354735495,0.23528157,44.8134715,38.7746114,25.71761658,109.3056995,1.155742634,1.507706256,0.573881374
f137.jpg,0,0.401701072,0.347213609,0.251085319,64.03954802,55.35310734,40.02824859,159.420904,1.156927788,1.382851094,0.625055139
f138.jpg,0,0.394507121,0.35121752,0.254275359,85.86666667,76.44444444,55.34444444,217.6555556,1.123255814,1.381248745,0.644539337
f139.jpg,0,0.392976769,0.347163695,0.259859535,79.06521739,69.84782609,52.2826087,201.1956522,1.131963897,1.335966736,0.66125928
f141.jpg,0,0.438244221,0.322904506,0.238851272,150.16,110.64,81.84,342.64,1.357194505,1.351906158,0.545018647
f142.jpg,0,0.430982456,0.323894737,0.245122807,136.4777778,102.5666667,77.62222222,316.6666667,1.330625067,1.321357,0.568753562
f143.jpg,0,0.457034173,0.348237299,0.194728527,100.8577982,76.84862385,42.97247706,220.6788991,1.312421656,1.788321947,0.42606995
f144.jpg,0,0.43884915,0.357749165,0.203401685,100.0289855,81.54347826,46.36231884,227.9347826,1.226695103,1.758830885,0.463488844
f146.jpg,0,0.409020218,0.351802959,0.239176824,81.94927536,70.48550725,47.92028986,200.3550725,1.162640074,1.47089067,0.584755505
f147.jpg,0,0.45540326,0.342318994,0.202277746,96.71317829,72.69767442,42.95736434,212.3682171,1.330347622,1.692321574,0.444172812
f148.jpg,0,0.446381924,0.344536697,0.20908138,75.78531073,58.49435028,35.49717514,169.7768362,1.295600522,1.647859303,0.468391233
f149.jpg,0,0.426401042,0.343683629,0.229915329,40.36863271,32.53753351,21.76675603,94.67292225,1.240678944,1.494826949,0.539199734
f150.jpg,0,0.371211482,0.332292106,0.296496412,104.6904762,93.71428571,83.61904762,282.0238095,1.117123984,1.120728929,0.798726404
f151.jpg,0,0.446373431,0.354280271,0.199346298,76.77118644,60.93220339,34.28531073,171.9887006,1.259944367,1.777210184,0.446590867
f152.jpg,0,0.460026314,0.358621624,0.181352063,81.9862069,63.9137931,32.32068966,178.2206897,1.282762342,1.97748853,0.394221063
f154.jpg,0,0.423837676,0.354438849,0.221723475,59.45733788,49.721843,31.10409556,140.2832764,1.195799156,1.598562572,0.523133
f155.jpg,0,0.406502242,0.351793722,0.241704036,129.5,112.0714286,77,318.5714286,1.155513065,1.455473099,0.594594595
f156.jpg,0,0.386240568,0.340257435,0.273501997,103.5952381,91.26190476,73.35714286,268.2142857,1.135142186,1.244076598,0.708113077
f157.jpg,0,0.379265721,0.349932899,0.27080138,87.92222222,81.12222222,62.77777778,231.8222222,1.083824134,1.292212389,0.714014912
f158.jpg,0,0.394839137,0.34939211,0.255768754,106.0888889,93.87777778,68.72222222,268.6888889,1.130074565,1.366046888,0.64777964
f159.jpg,0,0.372939495,0.33873273,0.288327775,86.97777778,79,67.24444444,233.2222222,1.100984529,1.174818242,0.773122126
f160.jpg,0,0.384667115,0.340820444,0.274512441,63.55555556,56.31111111,45.35555556,165.2222222,1.128650355,1.241548261,0.713636364
f161.jpg,0,0.457806164,0.346635109,0.195558727,59.5158371,45.06334842,25.42307692,130.0022624,1.320714931,1.772537154,0.427164905
f162.jpg,0,0.435064806,0.34876243,0.216172764,100.5458716,80.60091743,49.9587156,231.1055046,1.24745319,1.613350473,0.496874857
f163.jpg,0,0.433559386,0.35803817,0.208402444,94.72477064,78.22477064,45.53211009,218.4816514,1.210930628,1.718013298,0.480677966
f164.jpg,0,0.420568757,0.355512271,0.223918972,99.04587156,83.72477064,52.73394495,235.5045872,1.182993645,1.587682672,0.532419415
f165.jpg,0,0.417965508,0.349460481,0.232574011,87.82945736,73.43410853,48.87209302,210.1356589,1.196030824,1.502577524,0.556443071
f166.jpg,0,0.412386707,0.344923392,0.242689901,78.80412371,65.91237113,46.37628866,191.0927835,1.19558927,1.421251528,0.588500785
f167.jpg,0,0.432868564,0.346130318,0.221001118,79.53875969,63.60077519,40.60852713,183.748062,1.250594186,1.566192612,0.510550168
f168.jpg,0,0.421894164,0.355150191,0.222955645,58.75465839,49.45962733,31.04968944,139.2639752,1.187931684,1.592918584,0.528463449
f169.jpg,0,0.425198803,0.354079149,0.220722047,46.80887372,38.97952218,24.29863481,110.0870307,1.200858069,1.604185687,0.519103172
f170.jpg,0,0.471130131,0.349099736,0.179770133,87.23646209,64.64079422,33.28700361,185.1642599,1.349557399,1.941922889,0.381572141
f171.jpg,0,0.417058862,0.352732186,0.230208951,35.74689266,30.23333333,19.73163842,85.71186441,1.182366902,1.532226199,0.551981919
f172.jpg,0,0.419728198,0.346469379,0.233802422,49.47247706,40.83761468,27.55779817,117.8678899,1.211443848,1.481889606,0.557032916
f173.jpg,0,0.416937952,0.33744716,0.245614888,75.27192982,60.92105263,44.34210526,180.5350877,1.235565155,1.37388724,0.58909218
f174.jpg,0,0.415401143,0.347380243,0.237218614,94.52222222,79.04444444,53.97777778,227.5444444,1.195811077,1.464388637,0.571059128
f175.jpg,0,0.409372365,0.350446234,0.240181401,79.11235955,67.7247191,46.41573034,193.252809,1.168145998,1.459089809,0.586706434
f176.jpg,0,0.439708423,0.347904291,0.212387286,46.33167082,36.65835411,22.37905237,105.3690773,1.263877551,1.638065522,0.483018462
f177.jpg,0,0.434486979,0.343623218,0.221889803,74.30232558,58.76356589,37.94573643,171.0116279,1.264428468,1.548621042,0.510693792
f178.jpg,0,0.474306964,0.348590411,0.177102625,100.2142857,73.65217391,37.41925466,211.2857143,1.360642604,1.968296124,0.37339242
f179.jpg,0,0.472856288,0.344239671,0.182904041,87.59502262,63.76923077,33.88235294,185.2466063,1.373625204,1.882077992,0.386806829
f180.jpg,0,0.43802702,0.350256676,0.211716303,46.43516699,37.13064833,22.44400786,106.0098232,1.25058864,1.654367997,0.483340738
f181.jpg,0,0.408367906,0.346691973,0.244940121,48.82128514,41.44779116,29.28313253,119.5522088,1.177898358,1.415415209,0.599802575
f182.jpg,0,0.420987459,0.342748839,0.236263702,47.80200861,38.91822095,26.82711621,113.5473458,1.228268082,1.450704602,0.561213158
f183.jpg,0,0.409023008,0.346574645,0.244402347,50.11451943,42.46319018,29.94478528,122.5224949,1.180187339,1.41804958,0.597527136
c1.jpg,1,0.295857111,0.352923738,0.351219151,95.04761905,113.3809524,112.8333333,321.2619048,0.838303234,1.004853345,1.187124248
c2.jpg,1,0.307322929,0.337094838,0.355582233,142.2222222,156,164.5555556,462.7777778,0.911680912,0.948008102,1.15703125
c3.jpg,1,0.30412544,0.340181117,0.355693443,86.35714286,96.5952381,101,283.952381,0.894010352,0.956388496,1.169561621
c4.jpg,1,0.301982621,0.344082732,0.353934647,117.5,133.8809524,137.7142857,389.0952381,0.877645385,0.972164592,1.172036474
c5.jpg,1,0.270747826,0.343304348,0.385947826,77.84,98.7,110.96,287.5,0.788652482,0.889509733,1.425488181
c6.jpg,1,0.303434136,0.333931317,0.362634546,84.57142857,93.07142857,101.0714286,278.7142857,0.908672295,0.920848056,1.195101352
c7.jpg,1,0.296612819,0.345492444,0.357894737,61.86956522,72.06521739,74.65217391,208.5869565,0.85852187,0.965346535,1.206605762
c8.jpg,1,0.303469282,0.340167892,0.356362826,81.7,91.58,95.94,269.22,0.892116183,0.95455493,1.174296206
c9.jpg,1,0.300840004,0.338294298,0.360865698,58.99612403,66.34108527,70.76744186,196.1046512,0.88928488,0.937452076,1.199526969
c10.jpg,1,0.296555409,0.340655846,0.362788745,52.74660633,60.59049774,64.52714932,177.8642534,0.870542549,0.938992322,1.223342198
c11.jpg,1,0.29331227,0.33324306,0.37344467,44.10633484,50.11085973,56.1561086,150.3733032,0.880175177,0.89234922,1.273198256
c12.jpg,1,0.30007388,0.340827859,0.359098261,46.67080745,53.00931677,55.85093168,155.5310559,0.880426504,0.949121441,1.196699494
c13.jpg,1,0.306615822,0.338561715,0.354822463,61.76086957,68.19565217,71.47101449,201.4275362,0.905642334,0.954172159,1.157221635
c14.jpg,1,0.29520034,0.347302846,0.357496814,115.8333333,136.2777778,140.2777778,392.3888889,0.849979616,0.971485149,1.211031176
c15.jpg,1,0.28888335,0.345837487,0.365279163,110.3809524,132.1428571,139.5714286,382.0952381,0.835315316,0.946775844,1.264452114
c16.jpg,1,0.289065699,0.360205932,0.350728368,66.77027027,83.2027027,81.01351351,230.9864865,0.802501218,1.027022519,1.213317142
c17.jpg,1,0.308621816,0.344491618,0.346886567,113.4,126.58,127.46,367.44,0.895876126,0.993095873,1.123985891
c18.jpg,1,0.251281124,0.377826008,0.370892868,92.62222222,139.2666667,136.7111111,368.6,0.665071007,1.018693108,1.476007677
c19.jpg,1,0.258000371,0.370761195,0.371238434,85.35964912,122.6666667,122.8245614,330.8508772,0.695866705,0.99871447,1.438906587
c20.jpg,1,0.234323023,0.377935554,0.387741423,82.79824561,133.5438596,137.0087719,353.3508771,0.620007882,0.974710289,1.654730374
c21.jpg,1,0.25448958,0.372203015,0.373307404,76.8115942,112.3405797,112.673913,301.8260869,0.683738631,0.997041611,1.466886792
c22.jpg,1,0.247662672,0.37715693,0.375180398,72.42201835,110.2889908,109.7110092,292.4220184,0.656656823,1.005268219,1.514884723
c23.jpg,1,0.251408438,0.384347111,0.364244451,72.45876289,110.7731959,104.9793814,288.2113402,0.654118194,1.055190023,1.448815536
c24.jpg,1,0.279852173,0.342525806,0.377622021,37.86206897,46.34137931,51.08965517,135.2931035,0.817025076,0.907059935,1.349362477
c25.jpg,1,0.298994817,0.349191027,0.351814157,49.13103448,57.37931034,57.81034483,164.3206897,0.85625,0.99254399,1.176656373
c26.jpg,1,0.292303553,0.349239722,0.358456725,50.05972696,59.8105802,61.3890785,171.2593857,0.836971098,0.974286985,1.226316687
c27.jpg,1,0.293659294,0.342193266,0.36414744,54.40814558,63.40034662,67.46793761,185.2764298,0.858167951,0.939710755,1.240033765
